distance_km,avg_speed_kmh,vehicle_load_kg,engine_size,vehicle_age,fuel_consumption_liters
468,46,11140,3.5,26,57.935936842105264
435,60,27542,3.8,26,48.72207142857143
476,61,5178,3.4,26,62.199977777777775
752,57,28996,2.0,26,76.90344347826087
832,40,29323,2.4,26,88.95214545454546
474,64,26906,2.0,26,41.29242222222222
285,60,25567,2.0,26,27.9311875
262,69,11237,2.0,26,22.008935714285712
603,71,26324,3.5,26,78.79535
391,74,16658,2.4,26,45.983555
492,53,5027,3.0,26,60.9070105263158
230,78,19321,3.3,26,30.05461111111111
529,64,19410,3.3,26,69.12560555555555
857,68,13245,3.8,26,111.98609444444445
306,79,13512,3.8,26,35.98713
821,71,8630,3.8,26,101.63547894736843
475,50,28287,3.8,26,55.862375
850,67,28157,5.7,26,111.07138888888889
797,44,18541,3.8,26,89.26779523809525
755,74,10921,5.7,26,88.791775
281,64,5331,2.4,26,28.736526086956523
263,80,6717,3.4,26,30.930115
766,46,5316,3.1,26,85.79564761904763
785,72,27628,3.8,26,87.9237380952381
328,66,19583,3.8,26,40.60467368421053
455,60,8551,2.2,26,48.64570454545455
430,66,11098,2.2,26,43.974043478260874
696,64,7917,2.4,26,71.17659130434782
336,61,12792,2.2,26,31.612224
654,50,13339,2.4,26,64.094725
554,45,20348,3.4,26,72.39241111111112
823,42,19210,3.4,26,107.54323888888888
684,69,28847,3.4,26,94.63743529411764
345,67,14924,3.4,26,45.081916666666665
232,80,12574,3.4,26,32.09924705882353
459,56,7628,2.5,26,63.5067
286,62,25957,2.5,26,33.63503
464,73,19111,2.2,26,51.97020952380953
741,60,29432,5.4,26,134.0697
591,44,17210,6.8,26,115.84092500000001
431,54,20218,6.8,26,92.15955454545454
787,41,6209,2.0,26,97.42645789473686
646,63,21553,2.0,26,72.3550761904762
328,49,14759,2.0,26,38.57444
470,59,25780,2.0,26,58.18352631578948
288,74,20023,2.0,26,32.25737142857143
665,80,24819,2.0,26,78.207325
369,60,6877,2.3,26,45.68025789473684
327,69,25436,2.3,26,40.480878947368424
373,68,8035,3.0,26,46.17543684210526
225,74,8248,2.3,26,24.05556818181818
772,77,25257,2.3,26,90.79106
710,65,15383,3.0,26,87.89426315789474
687,59,13714,2.3,26,73.44966818181818
778,75,8552,1.9,26,67.77532592592593
605,79,26989,1.9,26,54.731557692307696
225,57,7706,1.9,26,19.600833333333334
282,61,21219,1.9,26,22.872144827586208
563,52,7532,1.9,26,49.04564074074074
566,54,22205,1.9,26,51.2034076923077
259,55,8508,1.9,26,22.562737037037035
750,64,21578,1.9,26,60.83017241379311
834,42,21849,1.9,26,75.44813076923077
491,44,8025,1.9,26,44.418503846153854
390,66,29529,1.9,26,33.974777777777774
660,78,20519,1.9,26,55.44235714285715
863,72,7537,2.5,26,101.493115
432,79,5099,2.5,26,48.38605714285714
673,77,13307,2.2,26,71.95287727272728
604,43,27098,2.5,26,64.57583636363637
857,77,15302,2.2,26,91.62498636363637
470,41,11275,2.5,26,50.2494090909091
333,58,14463,2.2,26,35.60224090909091
370,57,19730,2.2,26,39.55804545454546
614,50,24074,2.2,26,65.64497272727273
227,74,6434,2.5,26,25.425080952380952
335,50,6902,2.2,26,35.81606818181818
604,72,8023,2.5,26,67.6508761904762
704,41,18739,2.2,26,75.2672
440,40,28441,2.5,26,49.282095238095245
643,72,11813,2.2,26,68.74546818181818
633,52,20685,2.5,26,70.89901428571429
427,66,27446,1.6,26,38.628719230769235
708,40,23977,1.8,26,66.611472
502,68,11518,1.6,26,40.71566206896552
233,79,9939,2.0,26,20.297751851851853
201,61,9393,1.6,26,18.18354230769231
561,78,12139,1.8,26,50.751080769230775
394,59,19828,1.6,26,33.09740714285714
805,79,12224,1.8,26,72.82463461538462
507,41,24310,2.5,26,66.25081666666667
846,80,16405,2.5,26,110.5487
449,56,11862,2.5,26,62.12311176470588
346,80,15858,2.5,26,45.21258888888889
545,44,11004,1.3,26,45.78194642857143
547,65,6826,1.3,26,36.75996285714286
453,52,27936,1.6,26,46.326143478260875
598,73,20437,2.0,26,66.97884761904763
533,69,6025,1.6,26,52.236220833333334
375,80,5785,2.0,26,42.00178571428572
324,41,17322,1.6,26,34.640018181818185
597,51,23184,2.0,26,66.86684285714287
330,61,10186,1.6,26,33.747521739130434
761,77,12236,2.0,26,85.23562380952382
804,52,20583,2.0,26,90.05182857142857
606,64,29936,2.0,26,67.87488571428572
533,79,11601,2.0,26,59.6985380952381
219,78,24781,2.0,26,24.52904285714286
404,76,6226,2.7,26,50.01307368421053
802,60,7640,3.4,26,110.96377647058824
554,57,26434,2.7,26,72.39241111111112
372,58,8649,2.7,26,51.46948235294118
388,52,19632,3.4,26,57.038425
201,64,27295,2.7,26,27.81012352941177
367,55,10637,3.4,26,53.951293750000005
567,68,8203,3.0,26,60.620031818181815
735,55,14992,2.2,26,75.1649347826087
779,61,12235,3.0,26,91.614295
569,51,12293,2.2,26,55.76437083333333
795,65,14608,3.0,26,89.04378571428572
636,67,29234,2.2,26,65.04067826086957
406,67,29911,2.2,26,41.51967826086957
248,62,29239,3.0,26,29.166040000000002
743,78,27322,2.2,26,72.81709583333333
881,69,6961,3.0,26,98.67619523809525
328,75,11947,2.2,26,35.06767272727273
646,77,5843,2.2,26,69.06620909090908
813,53,21377,2.2,26,83.14162173913044
234,70,25524,2.2,26,25.01779090909091
398,51,22508,1.8,26,36.00522307692308
276,50,27946,1.8,26,23.184985714285713
568,43,26095,1.8,26,44.53309333333333
725,64,15501,4.7,26,131.17480769230772
548,64,22148,1.5,26,49.57503076923077
705,59,14892,1.5,26,53.49130645161291
842,47,15531,1.5,26,76.17185384615385
437,63,26959,1.5,26,33.15702258064516
479,57,12403,2.0,26,48.98503913043478
776,77,26013,2.0,26,79.35780869565218
631,48,6604,2.0,26,70.67500476190476
337,63,14461,2.0,26,37.745604761904765
468,44,17862,2.0,26,47.860121739130435
400,52,17524,2.0,26,40.90608695652174
341,60,16594,2.0,26,36.45755
811,48,11506,2.0,26,90.83586190476191
849,41,5530,3.0,26,105.10173157894738
879,40,7790,2.4,26,103.37479499999999
810,47,22636,2.7,26,105.84450000000001
554,63,8941,3.4,26,72.39241111111112
777,73,27012,2.4,26,87.02770000000001
528,49,17414,3.4,26,65.36362105263159
758,40,21241,2.7,26,104.87598823529412
430,74,15056,3.4,26,59.49429411764706
507,80,26617,2.7,26,70.14792352941177
857,65,27770,3.4,26,125.98435625
345,43,14360,1.5,26,30.05461111111111
351,70,10792,1.5,26,28.468520689655175
339,44,23870,1.5,26,25.721351612903227
862,62,20697,2.0,26,92.15955454545454
220,73,15647,2.0,26,21.560916666666667
453,54,19924,2.8,26,71.03342
263,42,20527,2.8,26,44.18587857142857
417,58,24227,2.0,26,44.582986363636365
271,78,12789,2.0,26,26.559129166666665
361,78,17003,2.0,26,38.595822727272726
329,66,24622,2.0,26,32.24337083333333
780,61,29084,2.8,26,96.55989473684211
424,54,10284,2.0,26,45.33138181818182
779,79,7689,2.8,26,96.43610000000001
653,54,16525,1.9,26,41.51138648648649
583,71,19899,2.0,26,57.136429166666666
306,70,8332,2.8,26,37.88118947368421
820,78,22582,1.9,26,58.44612121212121
302,56,11954,2.0,26,32.287918181818185
340,52,12263,1.8,26,36.35063636363636
776,77,12050,1.9,26,48.03235789473684
333,76,21080,2.0,26,32.6353875
398,55,26645,1.8,26,39.005658333333336
709,67,18057,1.9,26,50.53451212121212
866,73,14382,2.0,26,92.58720909090908
278,71,12870,1.9,26,17.207468421052635
681,63,22726,2.0,26,66.7408375
711,76,23038,2.0,26,76.01559545454546
449,44,9753,2.0,26,44.00387083333333
798,62,12136,2.8,26,89.37980000000002
799,60,27365,1.9,26,56.9493303030303
682,40,16737,2.0,26,72.9151
371,52,21000,2.8,26,45.927847368421055
216,47,21381,1.9,26,13.36983157894737
493,40,22461,2.0,26,48.316054166666675
593,54,5121,2.8,26,69.739765
697,49,24579,1.8,26,74.51880454545454
418,40,7214,2.8,26,51.74620000000001
433,53,24375,2.8,26,53.603121052631586
589,76,14025,1.8,26,57.72445416666667
447,80,7069,2.8,26,50.06612857142857
251,60,26779,2.8,26,28.11319523809524
214,40,15076,2.8,26,27.963855555555554
523,66,17248,2.8,26,68.34157222222223
640,70,6962,1.8,26,68.42472727272727
311,46,25407,2.8,26,38.50016315789474
895,57,29983,2.8,26,110.79628947368423
206,75,11442,1.8,26,20.188858333333336
762,63,27804,2.8,26,85.34762857142857
444,77,20151,2.8,26,49.730114285714286
647,74,23753,2.8,26,84.54492777777777
564,43,23703,2.8,26,73.69913333333334
566,41,24623,2.3,26,66.56443
897,74,12956,2.4,26,105.491685
486,57,10555,2.3,26,57.15603
803,41,6892,2.3,26,94.43681500000001
305,66,11407,2.4,26,35.869525
212,79,15489,2.3,26,24.93226
345,46,18773,2.3,26,40.573724999999996
677,80,20213,2.4,26,79.618585
830,70,19774,2.4,26,92.96395238095239
852,80,25222,2.3,26,100.19946
314,73,28893,2.4,26,35.169495238095244
708,46,6489,2.3,26,87.64667368421053
351,68,9009,2.4,26,43.451952631578955
256,47,20982,2.8,26,31.69145263157895
581,72,6821,2.9,26,68.328505
356,42,17552,2.3,26,44.07092631578948
332,79,22656,2.4,26,41.099852631578955
362,71,15078,2.3,26,42.573010000000004
474,58,16058,2.4,26,55.744769999999995
894,43,13888,2.4,26,100.13225714285714
276,49,26220,2.3,26,32.458980000000004
243,57,15556,2.4,26,27.217157142857147
749,58,25598,3.2,25,88.086145
517,51,23153,3.5,25,67.55753888888889
733,50,24225,1.8,25,74.96040434782608
784,71,15441,1.8,25,76.83526666666667
353,45,29325,1.8,25,34.59547083333334
436,77,16316,3.0,25,56.97308888888889
716,67,7364,3.2,25,93.56131111111112
420,65,10363,5.9,25,82.32350000000001
509,47,21300,5.9,25,99.76824166666667
797,49,6117,5.9,25,156.21864166666668
376,61,12447,5.9,25,73.69913333333334
419,73,22196,1.8,25,46.929995238095245
237,61,5037,2.8,25,29.33935263157895
853,61,7460,1.8,25,83.59755416666667
630,45,25722,2.8,25,70.563
402,70,26867,2.8,25,49.76548421052632
647,75,19286,1.8,25,76.09043500000001
694,50,25103,2.8,25,90.68652222222222
883,57,28615,1.8,25,94.4047409090909
324,73,14046,2.8,25,40.10949473684211
264,42,17138,1.8,25,31.047719999999998
443,80,15440,2.8,25,57.887794444444445
726,77,7354,1.8,25,77.61930000000001
425,75,9042,2.8,25,52.61276315789474
664,56,21558,2.8,25,86.76635555555555
842,69,16255,2.8,25,110.02601111111112
492,69,20329,2.7,25,64.29073333333332
580,70,28124,2.8,25,75.7898888888889
824,71,22055,4.2,25,107.6739111111111
365,58,5693,2.8,25,47.69536111111111
417,48,13739,2.7,25,54.490316666666665
474,55,10976,4.2,25,61.938633333333335
251,77,6122,4.2,25,32.79872777777778
573,58,24681,2.7,25,74.87518333333334
869,69,25370,2.7,25,113.55416111111111
562,75,23980,1.8,25,57.47305217391305
766,50,9368,1.8,25,85.79564761904763
213,54,8023,6.7,25,41.749775
539,63,13975,4.4,25,105.64849166666667
801,80,14131,6.7,25,157.002675
738,60,19896,6.7,25,144.65415000000002
288,49,22912,6.7,25,56.4504
240,64,21477,6.7,25,47.042
503,71,14522,2.5,25,62.268752631578955
467,72,14953,2.5,25,52.306223809523814
337,63,11660,2.5,25,39.632885
205,60,19176,2.5,25,25.37792105263158
441,65,26433,2.5,25,49.39410000000001
361,56,23605,2.5,25,47.17267222222222
891,58,24126,2.5,25,110.30111052631581
717,42,6096,2.5,25,88.76082631578947
600,52,29575,2.5,25,67.20285714285714
355,41,26387,2.8,25,43.94713157894737
284,80,18975,2.8,25,31.809352380952383
209,71,23487,2.8,25,24.579445
337,72,24126,2.8,25,41.71882631578947
355,71,9729,2.8,25,39.76169047619048
607,64,20229,2.8,25,75.1434052631579
424,42,9299,2.8,25,52.48896842105263
779,46,25046,2.8,25,87.25170952380954
383,64,13207,2.8,25,47.41338421052632
394,62,21509,2.8,25,48.77512631578948
753,67,20125,2.8,25,93.21743684210527
595,51,27381,4.4,25,77.74997222222223
862,47,20787,4.4,25,126.71938750000001
795,74,16614,4.4,25,116.86996875000001
333,64,27058,4.4,25,48.953081250000004
508,69,9174,4.4,25,66.3814888888889
741,71,16764,4.4,25,108.93163125000001
208,75,26882,4.4,25,27.179822222222224
369,71,11407,5.4,25,61.994635714285714
489,64,7352,3.2,25,60.53562631578948
367,65,14703,3.2,25,45.43266842105263
543,47,11883,4.9,25,85.14602000000001
696,44,9220,4.4,25,116.93297142857142
344,41,26221,2.8,25,42.58538947368422
612,58,29656,2.8,25,75.76237894736842
787,42,28399,2.5,25,97.42645789473686
888,51,14836,2.8,25,109.92972631578948
656,78,5174,2.5,25,77.14888
900,71,20484,2.8,25,111.41526315789476
501,45,13539,4.9,25,78.56014
245,47,15104,3.1,25,27.441166666666668
216,44,22942,3.8,25,25.40268
777,52,22822,3.8,25,91.37908499999999
559,70,7925,3.8,25,69.20125789473684
460,52,11986,3.8,25,51.52219047619048
322,40,9819,3.8,25,39.861905263157894
430,43,10371,3.0,25,56.18905555555555
836,59,9703,4.6,25,103.49240000000002
311,68,16984,4.6,25,38.50016315789474
792,71,28096,5.7,25,143.29716923076924
445,72,27761,4.6,25,55.08865789473684
590,53,21741,4.3,25,81.63170588235295
591,58,24781,4.3,25,86.88069375
527,42,14280,4.3,25,77.47229375
414,50,5292,4.3,25,64.91796000000001
566,48,10443,4.3,25,78.31109411764706
281,67,14182,4.3,25,36.718894444444445
275,41,16594,4.3,25,40.42671875
726,52,7576,4.3,25,113.84164000000001
702,74,11278,3.8,25,82.55871
678,70,5819,5.7,25,88.59576666666666
571,53,16682,3.8,25,63.95471904761906
464,54,25609,5.7,25,57.44075789473684
463,44,25004,2.2,25,49.50101363636363
309,78,29313,2.2,25,31.599952173913042
506,73,11712,2.4,25,51.7462
399,77,19857,2.2,25,39.1036625
425,41,26072,2.4,25,41.65177083333333
384,72,20961,2.2,25,41.05483636363637
230,66,20236,5.7,25,30.05461111111111
813,42,23308,5.7,25,100.64512105263158
298,41,10751,4.3,25,50.06612857142857
538,67,10614,5.0,25,90.38784285714286
465,69,9634,5.7,25,78.12332142857143
851,80,25740,3.4,25,95.31605238095239
549,62,25028,3.8,25,61.490614285714294
743,72,8207,3.8,25,83.2195380952381
656,53,21286,3.1,25,73.47512380952381
287,53,7656,3.4,25,32.14536666666667
262,52,22634,3.8,25,29.345247619047623
586,43,15004,2.4,25,59.92741739130435
658,58,19158,3.1,25,73.69913333333334
785,63,21611,1.3,25,65.94280357142857
835,75,8898,1.0,25,54.55565277777778
468,45,20096,1.3,25,32.37596470588235
832,51,24257,1.8,25,75.26720000000002
545,48,16483,1.8,25,45.78194642857143
859,52,10139,1.8,25,67.34846333333334
277,63,11567,2.2,25,34.29114210526316
564,54,11556,2.2,25,69.82023157894737
213,69,8460,4.3,25,29.47042941176471
335,71,7514,2.2,25,34.258847826086956
503,71,9284,2.2,25,53.77755909090909
596,73,10504,4.3,25,77.88064444444444
278,74,27446,4.3,25,40.867737500000004
617,57,24553,4.3,25,85.36739411764705
441,58,27797,4.3,25,64.82975625
250,54,22048,4.8,25,36.7515625
583,61,26721,5.3,25,85.70464375
574,64,20049,4.3,25,79.41796470588235
405,63,22567,4.8,25,59.53753125
688,45,18803,4.3,25,101.14030000000001
580,75,19911,4.8,25,90.94786666666667
510,49,11739,5.3,25,85.68364285714286
574,51,7632,4.3,25,90.00702666666666
831,44,20931,4.8,25,130.30634
791,59,8065,5.3,25,124.03407333333334
241,76,6889,6.0,25,47.23800833333334
732,57,18278,5.7,25,122.98122857142856
721,79,19994,5.3,25,130.45108461538462
352,72,17510,4.8,25,55.19594666666667
511,80,22343,4.8,25,85.85164999999999
493,51,29733,5.7,25,82.82752142857142
797,72,20406,5.3,25,124.97491333333333
312,44,7007,4.8,25,52.41822857142857
900,48,5721,5.3,25,151.20642857142857
311,72,12700,5.7,25,56.26946923076924
374,69,28902,2.0,25,39.9857
501,56,19654,1.6,25,49.1000875
715,74,6254,2.0,25,80.08340476190477
420,55,7345,2.0,25,44.903727272727274
370,79,25924,2.0,25,41.441761904761904
517,58,5104,2.0,25,57.90646190476191
412,41,6661,1.6,25,42.13326956521739
452,45,18170,2.0,25,50.626152380952384
323,50,10418,2.0,25,36.1775380952381
839,48,22475,2.0,25,93.97199523809525
412,66,13729,4.3,25,64.60434666666667
823,53,27123,5.0,25,129.05188666666666
284,74,11960,5.7,25,47.71402857142857
715,59,20955,3.4,25,88.51323684210527
264,71,6571,3.5,25,32.68181052631579
517,47,8015,2.4,25,60.801785
545,50,12006,2.5,25,64.094725
831,41,24830,2.5,25,102.87342631578947
442,44,22813,2.7,25,49.506104761904766
336,69,20593,3.2,25,39.515280000000004
446,80,18819,3.5,25,55.212452631578955
640,50,21625,2.5,25,75.2672
244,55,12086,2.5,25,28.695619999999998
857,64,23451,2.5,25,106.09208947368423
887,64,29215,3.3,25,115.9062611111111
753,50,12338,3.8,25,98.39618333333334
288,40,20575,3.3,25,37.6336
427,72,16080,3.8,25,59.07921764705882
490,40,11887,1.5,25,46.10116
621,48,10135,1.6,25,60.8605875
266,66,28834,1.5,25,24.06379230769231
450,77,5300,1.6,25,40.70942307692308
240,58,17452,2.2,25,26.88114285714286
298,79,7828,2.2,25,33.37741904761905
505,56,16954,2.0,25,53.991386363636366
655,51,10377,2.0,25,66.98371739130435
790,41,10707,2.0,25,84.46177272727273
500,47,7400,2.0,25,51.13260869565218
398,72,24542,2.5,25,46.80679
858,52,29378,3.9,25,144.15012857142855
687,60,22404,5.2,25,115.42090714285715
305,58,6549,5.9,25,55.18388461538462
600,73,16110,3.9,25,100.80428571428571
676,69,19256,5.2,25,113.57282857142856
321,59,12965,5.2,25,53.93029285714286
276,57,11902,5.9,25,49.93689230769232
511,60,22261,5.2,25,100.16025833333333
311,75,20088,5.9,25,56.26946923076924
881,46,12009,2.4,25,103.610005
717,44,24464,3.0,25,88.76082631578947
396,48,8534,3.3,25,49.022715789473686
297,57,16799,3.8,25,38.809650000000005
658,40,12791,3.8,25,85.98232222222222
429,75,14512,3.3,25,53.10794210526316
367,53,26720,3.8,25,50.777688235294114
207,47,19563,3.8,25,28.640276470588237
371,76,24487,3.9,25,54.53931875
559,59,24220,4.7,25,87.65492666666667
394,70,11313,5.9,25,71.28672307692308
468,46,23501,2.5,25,55.039139999999996
218,80,14326,3.9,25,30.16222352941176
553,77,7717,4.7,25,86.71408666666666
248,54,29510,3.9,25,41.665771428571425
663,74,27798,4.7,25,111.3887357142857
555,56,28825,5.9,25,108.78462499999999
357,66,19605,3.9,25,55.979980000000005
265,60,13381,4.7,25,44.52189285714286
770,79,15961,4.7,25,120.74113333333335
507,65,8379,5.2,25,85.17962142857142
536,44,19349,5.9,25,96.97889230769232
870,72,16749,4.7,25,146.1662142857143
320,44,19029,5.9,25,62.72266666666666
603,67,6569,2.7,25,67.53887142857144
846,60,25309,2.7,25,94.75602857142857
767,47,22871,3.2,25,90.203035
295,41,25207,3.5,25,36.519447368421055
313,76,8504,2.0,25,30.67530416666667
628,53,7622,2.0,25,54.7081037037037
739,73,10519,3.9,25,108.63761875
201,76,28119,5.2,25,33.76943571428571
411,60,5913,5.9,25,74.36254615384615
779,66,18055,3.9,25,122.15239333333334
839,57,10229,5.2,25,140.95799285714284
532,44,29623,5.2,25,96.25516923076924
223,73,26585,5.9,25,40.34756153846154
567,57,15864,5.2,25,102.58774615384617
705,74,26781,2.0,25,75.37411363636363
375,65,17597,2.4,25,44.101875
628,68,28079,2.5,25,73.85594
641,80,5541,2.5,25,79.35242631578949
747,67,9862,8.0,25,125.5013357142857
713,45,14398,8.0,25,119.78909285714286
560,65,29759,3.6,25,119.74327272727272
473,57,29105,3.6,25,101.14030000000001
376,69,13180,5.5,25,80.39905454545455
463,72,27993,5.5,25,99.00202727272726
385,71,26118,5.5,25,100.6176111111111
726,65,18748,2.0,25,74.24454782608696
478,61,26073,2.5,25,53.538276190476196
397,73,14448,2.0,25,37.351348
548,51,19132,2.5,25,61.37860952380953
620,61,15943,4.6,25,81.01677777777778
504,60,25480,4.6,25,74.09115000000001
263,63,12151,4.6,25,38.66264375
489,64,26198,4.2,25,82.15549285714286
217,41,8780,4.6,25,34.02704666666667
263,40,13474,5.4,25,47.58479230769231
529,49,24984,4.2,25,88.87577857142857
216,73,28358,4.6,25,33.87024
642,44,21255,5.4,25,100.66988
340,56,14401,4.2,25,57.12242857142857
507,40,27649,5.4,25,91.73190000000001
643,53,5440,5.4,25,126.03335833333334
695,60,25191,2.0,25,62.873442307692315
625,45,17926,2.0,25,54.44675925925926
674,50,21857,2.0,25,63.412616
444,78,12289,2.0,25,41.773296
649,59,23241,4.6,25,101.76752666666667
550,59,24163,5.4,25,99.51192307692308
798,60,10036,4.6,25,134.06969999999998
360,63,21150,5.4,25,65.13507692307694
339,80,25726,5.0,25,53.15746
692,65,17475,4.0,25,101.728325
787,42,16547,4.0,25,115.69391875000001
730,77,10243,4.0,25,114.46886666666667
592,80,28417,4.0,25,77.35795555555555
600,77,9342,5.0,25,94.084
249,67,16669,4.0,25,36.60455625
494,49,10054,4.0,25,77.46249333333333
624,63,24722,4.0,25,91.73190000000001
211,79,29141,4.2,25,31.018318750000002
534,46,15018,4.6,25,78.5013375
214,62,27678,5.4,25,33.556626666666666
227,62,25603,4.2,25,33.37041875
587,63,29570,4.6,25,92.04551333333333
491,70,11415,5.4,25,88.83700769230771
449,61,6894,4.2,25,70.40619333333333
704,66,10459,4.6,25,118.27702857142856
297,77,25185,5.4,25,49.89812142857143
536,44,24039,4.2,25,84.04837333333333
238,57,8518,4.6,25,39.985699999999994
237,47,10681,2.0,25,21.440296153846155
499,74,26460,2.0,25,48.90407916666667
378,56,14672,2.0,25,32.9294
808,51,22029,2.0,25,76.019872
668,78,19399,2.0,25,60.43087692307693
481,61,18704,2.0,25,45.254404
363,45,6698,5.4,25,65.67786923076923
652,69,29321,3.8,25,76.67846
296,41,24954,4.6,25,38.678977777777774
508,44,17805,3.8,25,56.89841904761906
461,41,8426,4.6,25,60.239894444444445
492,74,16896,4.6,25,64.29073333333332
448,44,16416,5.4,25,75.26719999999999
444,70,17616,4.0,25,69.62216000000001
450,56,26169,3.0,25,62.2614705882353
322,66,9574,3.0,25,42.076455555555555
524,70,5390,3.0,25,82.16669333333333
880,49,19910,3.0,25,121.75576470588236
700,51,17699,2.5,25,82.32350000000001
886,57,22665,4.0,25,130.2475375
265,52,20936,2.5,25,28.332113636363637
258,47,21890,4.0,25,33.713433333333334
697,74,6722,4.0,25,109.29424666666668
572,43,19231,4.0,25,84.087575
465,46,22341,3.0,25,54.686325000000004
852,60,10858,3.0,25,100.19946
435,54,11437,3.0,25,51.158175
417,73,22146,3.0,25,51.6224052631579
726,61,10596,3.0,25,85.38123
640,40,10949,3.0,25,75.2672
849,45,19016,3.0,25,117.46664117647059
605,40,27646,3.8,25,79.05669444444445
800,58,11621,3.0,25,110.68705882352941
788,66,15803,3.8,25,109.02675294117647
847,49,7889,4.3,25,117.18992352941177
668,53,12777,4.3,25,87.28904444444444
309,73,22726,4.3,25,45.42493125
552,80,10514,4.3,25,86.55728
290,71,12215,4.3,25,40.12405882352941
613,42,14828,4.3,25,90.11483125000001
272,55,28002,4.3,25,39.9857
884,78,20281,4.3,25,138.61709333333334
746,72,12753,4.3,25,116.97777333333333
497,44,13741,5.0,25,77.93291333333333
844,74,7005,5.7,25,141.79802857142857
482,56,28255,4.3,25,80.97944285714286
704,62,23567,5.0,25,118.27702857142856
397,65,13950,5.7,25,66.69883571428572
231,46,21707,4.3,25,33.95844375
847,80,12364,4.8,25,124.51429375
540,46,15117,5.3,25,79.383375
857,54,29686,4.3,25,111.98609444444445
533,69,6823,4.8,25,78.35433125
342,59,25005,4.3,25,50.276137500000004
609,42,6138,4.8,25,95.49526
243,61,6720,5.3,25,40.82573571428571
231,46,22107,4.3,25,36.22234
227,70,28015,4.8,25,35.59511333333333
622,42,7412,5.3,25,97.53374666666667
690,56,18795,6.0,25,135.24575000000002
359,61,5766,2.2,25,44.442310526315794
406,76,18119,2.2,25,50.26066315789474
217,42,16573,4.3,25,30.023864705882353
302,69,15352,2.2,25,30.884095652173915
781,63,14485,2.2,25,83.49955
830,72,9017,4.3,25,108.45794444444444
850,49,9270,4.3,25,124.9553125
871,46,28570,4.3,25,120.51053529411766
431,55,18514,4.8,25,67.58367333333334
859,71,23342,4.8,25,144.31813571428572
623,41,29512,5.7,25,104.66844999999999
746,47,14186,4.8,25,125.33332857142858
438,54,18778,5.3,25,73.58712857142856
533,42,27781,5.7,25,96.43610000000001
348,59,6851,5.7,25,58.46648571428571
822,73,11910,5.3,25,148.7250923076923
607,80,8871,2.3,25,62.07498695652174
216,43,19627,2.3,25,23.093345454545457
425,62,24607,3.0,25,47.602023809523814
851,47,17486,2.3,25,83.40154583333333
855,49,14414,2.3,25,87.43676086956522
459,77,12981,1.6,25,39.9857
873,44,26261,1.6,25,76.05123333333333
803,49,16443,1.6,25,62.95787666666667
373,65,11361,1.6,25,31.333332142857145
404,55,19965,1.6,25,38.009936
614,62,22201,1.6,25,53.4884962962963
707,56,20168,1.6,25,53.64305483870967
352,67,25300,1.6,25,25.089066666666668
302,57,12487,2.0,25,33.8254380952381
264,80,7070,2.0,25,29.569257142857147
316,50,13828,2.0,25,35.393504761904765
864,73,20443,1.0,25,38.34366792452831
355,54,9806,3.5,25,43.94713157894737
875,40,11842,3.2,25,128.63046875
281,72,15568,3.2,25,41.30875625000001
717,48,25059,3.2,25,105.40348125
266,56,12861,3.2,25,39.1036625
437,54,21098,2.2,25,48.94608095238095
783,43,23904,2.2,25,83.71337727272727
806,76,23909,2.0,25,94.78963
525,45,26401,1.5,25,47.494326923076926
789,45,11699,1.5,25,66.27881785714285
266,58,7635,2.0,25,28.439027272727273
375,62,27156,2.0,25,36.7515625
883,69,28221,2.0,25,94.4047409090909
677,40,17406,2.0,25,66.34882083333333
454,48,10159,2.4,25,50.850161904761904
262,61,5259,2.5,25,30.812510000000003
602,40,24380,2.4,25,64.36200909090908
391,75,29192,2.5,25,43.793861904761904
528,64,25485,2.0,25,56.4504
270,55,27838,2.0,25,26.461125000000003
262,65,13257,2.0,25,26.793486956521736
496,67,20733,2.0,25,48.61006666666667
444,44,24162,3.0,25,52.216620000000006
718,61,22553,4.1,25,93.82265555555556
592,53,20593,3.3,25,92.82954666666666
800,48,17316,3.2,25,117.605
376,53,21180,2.2,25,46.546821052631586
403,55,21032,3.2,25,59.24351875
845,69,6666,3.2,25,124.22028125000001
793,71,18187,2.2,25,98.16922631578947
732,45,20953,2.2,25,90.61774736842106
327,56,26383,4.3,25,45.24333529411765
394,40,21744,2.2,25,40.29249565217392
393,57,29405,2.2,25,42.017059090909086
383,50,10714,4.3,25,56.303393750000005
446,50,11043,4.3,25,61.70803529411764
523,67,28489,3.2,25,76.88426875
359,51,12752,2.2,25,44.442310526315794
821,73,12522,3.2,25,120.69213125
265,55,25181,3.2,25,38.95665625
453,49,16553,3.2,25,66.59383125000001
482,78,15310,3.5,25,75.58081333333334
259,47,8760,3.5,25,40.61292666666667
317,65,13368,3.5,25,49.70771333333333
622,53,25424,3.5,25,97.53374666666667
755,48,11170,3.0,25,93.46502631578947
235,58,13128,4.0,25,32.51432352941176
730,73,14504,4.0,25,95.39072222222222
290,77,11983,4.0,25,42.6318125
500,68,25383,4.0,25,65.33611111111111
416,68,16239,4.0,25,54.35964444444445
297,67,13722,4.0,25,43.660856249999995
655,63,19613,4.0,25,85.59030555555555
730,67,20334,4.0,25,95.39072222222222
737,51,16609,4.0,25,101.97045294117646
227,58,16842,4.0,25,31.40745294117647
775,45,6261,2.5,25,101.27097222222223
523,41,26640,4.0,25,72.36166470588235
